date,day_of_week,month,season,hotel_id,room_type,base_price,occupancy_rate,rooms_available,bookings_last_7_days,bookings_last_14_days,bookings_last_30_days,cancellation_rate,average_booking_lead_time,temperature,rainfall,weather_condition,is_weekend,is_holiday,festival_importance,local_event,event_importance,competitor_price,historical_demand
2025-11-06,Thursday,11,Peak Winter,1,Standard,2500.0,77.5,5,13,25,53,10.5,8,20.5,0.0,Excellent,False,False,None,None,None,3110.0,59.6
2025-11-15,Saturday,11,Peak Winter,1,Standard,2500.0,98.0,1,16,36,61,8.0,5,23.2,0.0,Sunny,True,False,None,Pushkar Camel Fair,High,3400.0,89.4
2026-01-18,Sunday,1,Peak Winter,1,Suite,8000.0,83.6,3,14,26,59,7.9,5,19.5,0.0,Sunny,True,False,None,None,None,9900.0,79.2
2025-03-21,Friday,3,Shoulder,1,Standard,2500.0,73.0,6,12,26,51,7.9,12,31.2,4.1,Good,True,False,None,None,None,2950.0,70.6
2026-05-16,Saturday,5,Summer,1,Standard,2500.0,48.8,12,9,19,42,3.2,3,42.9,0.0,Extreme,True,False,None,None,None,2470.0,54.3
2025-01-04,Saturday,1,Peak Winter,1,Deluxe,3500.0,88.6,2,17,31,64,13.8,17,14.7,0.0,Sunny,True,False,None,None,None,4280.0,87.8
2025-10-21,Tuesday,10,Shoulder,1,Suite,8000.0,70.7,7,13,30,53,7.1,13,30.1,3.8,Good,False,False,None,None,None,9360.0,56.9
2025-05-17,Saturday,5,Summer,1,Premium,5000.0,53.0,11,12,24,43,11.3,12,39.1,0.0,Normal,True,False,None,None,None,5660.0,62.6
2026-04-20,Monday,4,Summer,1,Suite,8000.0,39.7,14,10,18,35,11.9,9,25.8,1.9,Sunny,False,False,None,None,None,7760.0,37.9
2025-01-17,Friday,1,Peak Winter,1,Deluxe,3500.0,90.7,2,19,35,74,11.1,10,14.7,0.0,Good,True,False,None,None,None,4280.0,93.1
2025-08-28,Thursday,8,Monsoon,1,Deluxe,3500.0,47.9,12,11,24,42,6.3,17,33.0,17.7,Rain,False,False,None,None,None,3370.0,43.4
2026-06-18,Thursday,6,Summer,1,Deluxe,3500.0,39.4,14,9,17,41,10.5,7,39.8,0.0,Extreme,False,False,None,None,None,3470.0,35.5
2025-02-18,Tuesday,2,Shoulder,1,Premium,5000.0,63.3,8,12,23,51,8.2,8,30.3,3.4,Sunny,False,False,None,None,None,5800.0,51.7
2025-11-04,Tuesday,11,Peak Winter,1,Deluxe,3500.0,81.8,4,15,29,61,5.7,16,23.1,0.0,Excellent,False,False,None,None,None,4000.0,65.7
2025-03-22,Saturday,3,Shoulder,1,Suite,8000.0,73.6,6,11,22,48,11.0,14,29.8,0.5,Normal,True,False,None,None,None,9310.0,68.7
2026-05-06,Wednesday,5,Summer,1,Deluxe,3500.0,47.9,12,7,14,34,4.3,35,39.8,0.0,Extreme,False,False,None,None,None,3880.0,34.6
2026-05-06,Wednesday,5,Summer,1,Deluxe,3500.0,42.2,13,8,18,31,5.9,10,40.4,0.0,Normal,False,False,None,None,None,3490.0,34.5
2026-05-25,Monday,5,Summer,1,Suite,8000.0,45.5,13,8,16,32,6.4,22,42.8,0.0,Normal,False,False,None,None,None,7480.0,35.8
2025-08-15,Friday,8,Monsoon,1,Deluxe,3500.0,56.2,10,9,22,39,10.2,8,32.7,24.3,Rain,True,True,None,None,None,3840.0,57.3
2025-09-21,Sunday,9,Summer,1,Suite,8000.0,54.1,11,8,15,38,9.0,22,27.9,3.2,Sunny,True,False,None,International Medical Conference,Medium,8010.0,54.2
2025-03-02,Sunday,3,Shoulder,1,Standard,2500.0,71.8,6,15,29,55,5.4,6,29.3,4.7,Good,True,False,None,None,None,2840.0,76.7
2025-03-03,Monday,3,Shoulder,1,Suite,8000.0,69.0,7,10,17,43,10.9,16,24.1,2.4,Sunny,False,False,None,None,None,9090.0,49.6
2025-10-21,Tuesday,10,Shoulder,1,Standard,2500.0,68.0,7,10,19,38,5.1,8,29.4,4.1,Sunny,False,False,None,None,None,2820.0,49.2
2025-12-29,Monday,12,Peak Winter,1,Premium,5000.0,69.8,7,13,26,58,5.5,45,14.8,0.0,Excellent,False,True,None,New Year Gala Eve,Peak,5830.0,56.5
2025-03-24,Monday,3,Shoulder,1,Standard,2500.0,80.7,4,15,32,64,13.8,8,27.0,2.0,Good,False,False,Major,None,None,3170.0,85.3
2026-06-25,Thursday,6,Summer,1,Standard,2500.0,37.3,15,8,20,31,3.5,31,39.3,0.0,Normal,False,False,None,None,None,2250.0,32.5
2025-10-15,Wednesday,10,Shoulder,1,Standard,2500.0,70.2,7,15,33,56,6.3,23,26.5,4.6,Good,False,False,None,None,None,2870.0,61.1
2026-02-03,Tuesday,2,Shoulder,1,Premium,5000.0,63.7,8,14,26,59,11.2,60,25.1,3.8,Normal,False,False,None,None,None,5390.0,56.3
2025-04-11,Friday,4,Summer,1,Suite,8000.0,59.2,9,8,17,34,8.4,20,26.7,4.2,Good,True,False,Medium,None,None,8450.0,76.3
2026-01-20,Tuesday,1,Peak Winter,1,Suite,8000.0,76.9,5,11,23,42,10.8,19,20.8,0.0,Good,False,False,None,None,None,8790.0,54.9
2025-06-07,Saturday,6,Summer,1,Suite,8000.0,52.5,11,9,19,32,4.5,7,42.4,0.0,Normal,True,False,None,None,None,7960.0,55.8
2026-04-05,Sunday,4,Summer,1,Suite,8000.0,50.9,11,9,21,31,6.2,13,26.8,0.1,Good,True,False,None,None,None,8160.0,55.2
2025-03-28,Friday,3,Shoulder,1,Deluxe,3500.0,73.8,6,12,27,47,7.6,4,29.5,2.6,Sunny,True,False,None,None,None,4030.0,70.9
2025-03-20,Thursday,3,Shoulder,1,Premium,5000.0,68.1,7,14,28,58,4.2,15,29.8,4.7,Normal,False,False,None,None,None,5460.0,58.1
2026-02-10,Tuesday,2,Shoulder,1,Premium,5000.0,61.1,9,13,25,51,6.5,27,30.9,1.9,Sunny,False,False,None,None,None,5830.0,53.0
2025-07-25,Friday,7,Monsoon,1,Suite,8000.0,51.6,11,11,22,44,7.1,15,30.0,19.8,Heavy Rain,True,False,None,None,None,8780.0,59.9
2026-02-07,Saturday,2,Shoulder,1,Premium,5000.0,82.9,4,17,38,74,5.3,3,25.6,4.7,Good,True,False,None,None,None,6250.0,85.6
2025-03-12,Wednesday,3,Shoulder,1,Suite,8000.0,71.2,6,15,29,66,7.7,10,29.1,2.5,Sunny,False,False,None,None,None,8960.0,61.5
2026-04-05,Sunday,4,Summer,1,Suite,8000.0,54.6,10,9,16,32,11.5,21,28.1,2.0,Sunny,True,False,None,None,None,8680.0,56.7
2025-12-30,Tuesday,12,Peak Winter,1,Deluxe,3500.0,73.3,6,16,35,64,13.6,16,20.1,0.0,Sunny,False,True,None,New Year Gala Eve,Peak,3990.0,64.5
2025-01-11,Saturday,1,Peak Winter,1,Standard,2500.0,85.5,3,15,33,62,11.5,5,16.2,0.0,Excellent,True,False,None,None,None,3070.0,82.2
2026-05-28,Thursday,5,Summer,1,Deluxe,3500.0,39.8,14,7,17,24,4.3,14,44.0,0.0,Extreme,False,False,None,None,None,3710.0,31.3
2025-05-26,Monday,5,Summer,1,Premium,5000.0,43.0,13,5,14,26,10.7,12,40.1,0.0,Extreme,False,False,None,None,None,4850.0,28.2
2025-11-04,Tuesday,11,Peak Winter,1,Standard,2500.0,73.3,6,16,30,69,11.8,29,15.2,0.0,Sunny,False,False,None,None,None,3060.0,64.5
2025-09-07,Sunday,9,Summer,1,Deluxe,3500.0,57.2,10,13,29,53,3.3,5,28.5,0.8,Sunny,True,False,None,None,None,3820.0,66.5
2025-07-22,Tuesday,7,Monsoon,1,Suite,8000.0,54.0,11,8,16,31,11.3,7,30.1,2.0,Normal,False,False,None,None,None,8860.0,39.2
2025-03-06,Thursday,3,Shoulder,1,Standard,2500.0,62.0,9,13,28,56,7.3,30,26.6,0.9,Sunny,False,False,Low,None,None,2690.0,73.4
2025-04-27,Sunday,4,Summer,1,Premium,5000.0,56.5,10,10,18,45,4.5,17,28.9,4.2,Normal,True,False,None,None,None,5010.0,59.6
2025-11-09,Sunday,11,Peak Winter,1,Standard,2500.0,82.9,4,15,29,62,10.0,13,17.7,0.0,Good,True,False,None,None,None,3080.0,81.1
2025-06-27,Friday,6,Summer,1,Deluxe,3500.0,54.8,10,11,19,44,13.5,25,39.7,0.0,Extreme,True,False,None,None,None,3700.0,61.1
2025-07-19,Saturday,7,Monsoon,1,Suite,8000.0,59.8,9,11,21,40,9.2,24,30.5,2.0,Normal,True,False,None,None,None,9070.0,63.1
2025-08-14,Thursday,8,Monsoon,1,Premium,5000.0,40.0,14,10,24,43,8.6,14,30.7,25.1,Rain,False,True,None,None,None,4990.0,38.0
2025-10-02,Thursday,10,Shoulder,1,Premium,5000.0,64.0,8,9,18,35,12.6,61,24.3,4.1,Sunny,False,False,None,None,None,5130.0,45.4
2025-09-27,Saturday,9,Summer,1,Premium,5000.0,50.5,11,12,26,54,9.7,6,32.0,2.2,Good,True,False,None,None,None,5130.0,61.6
2025-05-23,Friday,5,Summer,1,Deluxe,3500.0,48.7,12,11,23,43,9.3,5,42.8,0.0,Normal,True,False,None,None,None,3870.0,58.7
2026-06-11,Thursday,6,Summer,1,Standard,2500.0,40.9,14,5,11,25,4.4,25,43.8,0.0,Normal,False,False,None,None,None,2630.0,27.4
2025-09-13,Saturday,9,Summer,1,Deluxe,3500.0,54.2,10,12,27,49,8.0,15,26.0,1.6,Sunny,True,False,None,None,None,3780.0,63.1
2025-04-06,Sunday,4,Summer,1,Suite,8000.0,57.5,10,11,24,48,3.0,10,29.6,3.7,Sunny,True,False,None,None,None,8950.0,62.2
2025-04-06,Sunday,4,Summer,1,Suite,8000.0,47.7,12,7,18,27,6.6,9,26.9,3.3,Sunny,True,False,None,None,None,7890.0,49.5
2025-05-14,Wednesday,5,Summer,1,Suite,8000.0,41.4,14,5,8,25,11.6,24,43.4,0.0,Extreme,False,False,None,None,None,7880.0,27.6
2025-05-08,Thursday,5,Summer,1,Deluxe,3500.0,46.2,12,7,15,25,12.6,72,40.7,0.0,Extreme,False,False,None,None,None,3780.0,33.9
2025-04-06,Sunday,4,Summer,1,Premium,5000.0,54.3,10,12,25,54,10.7,3,29.3,0.4,Normal,True,False,None,None,None,5060.0,63.1
2025-04-04,Friday,4,Summer,1,Standard,2500.0,49.8,12,8,14,33,10.6,3,24.6,1.1,Good,True,False,None,None,None,2580.0,52.5
2025-08-23,Saturday,8,Monsoon,1,Suite,8000.0,48.5,12,7,13,24,8.8,4,28.5,50.2,Rain,True,False,None,None,None,7550.0,49.8
2025-06-18,Wednesday,6,Summer,1,Suite,8000.0,40.4,14,10,24,38,4.0,13,42.3,0.0,Extreme,False,False,None,None,None,7350.0,38.2
2025-05-07,Wednesday,5,Summer,1,Suite,8000.0,40.3,14,6,12,23,10.1,11,43.8,0.0,Extreme,False,False,None,None,None,7550.0,29.3
2025-10-19,Sunday,10,Shoulder,1,Standard,2500.0,78.7,5,13,30,53,4.2,15,25.6,4.4,Sunny,True,False,None,None,None,2950.0,75.1
2025-03-14,Friday,3,Shoulder,1,Standard,2500.0,82.7,4,14,27,58,13.5,13,25.1,4.7,Normal,True,False,None,None,None,3110.0,78.9
2025-01-18,Saturday,1,Peak Winter,1,Standard,2500.0,92.8,1,19,41,77,10.7,11,16.6,0.0,Good,True,False,None,None,None,2950.0,93.9
2025-06-06,Friday,6,Summer,1,Premium,5000.0,56.2,10,9,20,37,9.5,5,39.9,0.0,Normal,True,False,None,None,None,5550.0,57.3
2025-03-09,Sunday,3,Shoulder,1,Premium,5000.0,75.0,6,15,27,59,10.3,4,31.6,2.2,Sunny,True,False,Low,None,None,5930.0,98.0
2025-06-29,Sunday,6,Summer,1,Standard,2500.0,64.0,8,11,23,41,7.1,5,42.2,0.0,Normal,True,False,None,None,None,2870.0,64.8
2025-10-03,Friday,10,Shoulder,1,Standard,2500.0,75.8,5,14,32,59,7.0,14,27.4,1.7,Good,True,False,None,None,None,2910.0,76.1
2025-06-20,Friday,6,Summer,1,Premium,5000.0,61.6,9,14,26,54,11.1,13,39.5,0.0,Normal,True,False,None,None,None,5040.0,70.4
2025-01-13,Monday,1,Peak Winter,1,Deluxe,3500.0,76.3,5,11,25,42,6.5,39,18.7,0.0,Good,False,False,None,None,None,4030.0,54.7
2025-11-24,Monday,11,Peak Winter,1,Premium,5000.0,79.5,4,17,31,65,5.5,8,19.7,0.0,Good,False,False,None,None,None,5930.0,69.2
2025-02-17,Monday,2,Shoulder,1,Suite,8000.0,65.5,8,12,21,48,5.2,8,30.9,4.4,Good,False,False,None,None,None,8990.0,52.6
2025-11-08,Saturday,11,Peak Winter,1,Deluxe,3500.0,89.4,2,15,30,57,3.1,76,17.7,0.0,Excellent,True,False,None,None,None,4260.0,83.8
2025-08-27,Wednesday,8,Monsoon,1,Premium,5000.0,57.0,10,13,29,58,11.0,7,32.2,2.0,Normal,False,False,None,None,None,5010.0,51.4
2026-06-27,Saturday,6,Summer,1,Deluxe,3500.0,43.6,13,10,21,36,3.5,72,41.0,0.0,Extreme,True,False,None,None,None,3350.0,54.4
2026-06-17,Wednesday,6,Summer,1,Suite,8000.0,41.9,13,10,23,36,9.5,15,40.8,0.0,Extreme,False,False,None,None,None,7360.0,38.8
2025-05-14,Wednesday,5,Summer,1,Deluxe,3500.0,36.7,15,7,16,28,8.0,11,39.6,0.0,Extreme,False,False,None,None,None,3230.0,30.1
2025-07-27,Sunday,7,Monsoon,1,Deluxe,3500.0,55.4,10,9,18,38,6.4,4,28.5,2.0,Normal,True,False,None,None,None,3580.0,57.0
2025-05-03,Saturday,5,Summer,1,Standard,2500.0,53.2,11,11,19,42,12.2,17,42.8,0.0,Normal,True,False,None,None,None,2550.0,60.5
2025-04-04,Friday,4,Summer,1,Deluxe,3500.0,53.1,11,10,20,36,8.1,39,24.4,2.0,Normal,True,False,None,None,None,3860.0,58.3
2025-05-24,Saturday,5,Summer,1,Standard,2500.0,53.2,11,8,19,32,10.5,6,38.4,0.0,Normal,True,False,None,None,None,2810.0,53.9
2025-03-28,Friday,3,Shoulder,1,Premium,5000.0,77.3,5,13,24,47,13.4,31,24.5,0.1,Good,True,False,None,None,None,5480.0,74.5
2026-03-20,Friday,3,Shoulder,1,Suite,8000.0,74.9,6,12,25,47,7.9,5,29.5,0.1,Normal,True,False,None,None,None,8800.0,71.4
2025-09-09,Tuesday,9,Summer,1,Premium,5000.0,45.0,13,7,14,33,13.9,8,28.4,2.1,Normal,False,False,None,None,None,5090.0,33.4
2025-01-20,Monday,1,Peak Winter,1,Suite,8000.0,79.2,4,15,32,64,8.5,16,17.6,0.0,Sunny,False,False,None,None,None,9300.0,64.7
2025-07-04,Friday,7,Monsoon,1,Standard,2500.0,58.3,9,12,24,45,4.1,8,28.1,42.8,Heavy Rain,True,False,None,None,None,2760.0,64.7
2025-09-30,Tuesday,9,Summer,1,Standard,2500.0,37.8,14,5,9,18,9.5,12,31.9,2.9,Good,False,False,None,None,None,2560.0,26.1
2026-01-03,Saturday,1,Peak Winter,1,Standard,2500.0,87.9,2,16,33,61,8.4,5,21.0,0.0,Sunny,True,False,None,None,None,2890.0,85.4
2025-08-27,Wednesday,8,Monsoon,1,Deluxe,3500.0,36.6,15,5,12,26,5.0,9,28.0,39.0,Rain,False,False,None,None,None,3570.0,25.6
2025-11-28,Friday,11,Peak Winter,1,Standard,2500.0,92.2,1,16,30,64,10.7,11,15.5,0.0,Good,True,False,None,None,None,3180.0,87.1
2025-04-14,Monday,4,Summer,1,Premium,5000.0,60.8,9,13,30,57,6.5,13,31.8,1.6,Normal,False,False,None,IPL Cricket Match (Sawai Mansingh Stadium),Very High,5620.0,52.9
2026-01-01,Thursday,1,Peak Winter,1,Deluxe,3500.0,79.5,4,13,25,58,3.0,20,19.9,0.0,Sunny,False,False,None,None,None,4260.0,60.4
2026-02-05,Thursday,2,Shoulder,1,Standard,2500.0,68.1,7,11,20,46,4.5,48,31.4,3.0,Good,False,False,None,None,None,2920.0,51.4
2025-09-01,Monday,9,Summer,1,Premium,5000.0,47.3,12,8,20,27,5.9,19,31.1,0.8,Normal,False,False,None,None,None,4900.0,36.5
2025-03-11,Tuesday,3,Shoulder,1,Premium,5000.0,68.3,7,13,29,49,12.7,7,29.8,3.9,Normal,False,False,None,None,None,5630.0,55.9
2026-01-23,Friday,1,Peak Winter,1,Premium,5000.0,93.1,1,15,29,62,3.8,20,17.8,0.0,Sunny,True,False,None,None,None,6550.0,85.2
2025-10-29,Wednesday,10,Shoulder,1,Standard,2500.0,59.9,9,11,21,50,3.8,12,24.8,1.3,Normal,False,False,None,None,None,2900.0,48.2
2025-04-06,Sunday,4,Summer,1,Premium,5000.0,49.6,12,9,17,31,4.1,14,31.1,4.9,Sunny,True,False,None,None,None,4920.0,54.7
2025-07-14,Monday,7,Monsoon,1,Suite,8000.0,52.4,11,11,23,49,6.1,38,30.8,2.0,Normal,False,False,None,None,None,8020.0,45.2
2025-02-20,Thursday,2,Shoulder,1,Suite,8000.0,65.3,8,14,32,54,4.1,8,27.9,2.7,Sunny,False,False,None,None,None,8490.0,56.9
2025-10-26,Sunday,10,Shoulder,1,Standard,2500.0,95.8,1,15,33,57,7.1,15,26.5,4.2,Normal,True,False,Major,None,None,3110.0,100.0
2025-07-11,Friday,7,Monsoon,1,Suite,8000.0,58.9,9,8,18,35,7.6,16,30.3,24.5,Rain,True,False,None,None,None,8980.0,56.2
2025-08-21,Thursday,8,Monsoon,1,Standard,2500.0,43.8,13,8,16,34,6.3,31,30.1,55.0,Heavy Rain,False,False,None,None,None,2460.0,35.1
2025-02-05,Wednesday,2,Shoulder,1,Deluxe,3500.0,67.3,7,11,21,39,7.7,9,27.6,4.7,Good,False,False,None,None,None,4220.0,51.1
2026-03-22,Sunday,3,Shoulder,1,Deluxe,3500.0,74.5,6,11,20,45,9.1,18,28.8,0.7,Sunny,True,False,None,None,None,4080.0,69.0
2025-10-10,Friday,10,Shoulder,1,Suite,8000.0,73.0,6,15,28,56,9.2,4,29.0,3.9,Good,True,False,Medium,None,None,8660.0,97.2
2025-10-20,Monday,10,Shoulder,1,Premium,5000.0,67.0,7,13,23,49,6.0,17,29.2,1.3,Normal,False,False,None,None,None,5300.0,55.4
2026-02-16,Monday,2,Shoulder,1,Standard,2500.0,65.5,8,11,19,44,12.0,37,26.7,4.4,Normal,False,False,None,None,None,2700.0,50.4
2025-10-15,Wednesday,10,Shoulder,1,Suite,8000.0,71.6,6,12,28,48,6.0,10,31.8,3.4,Sunny,False,False,None,None,None,9030.0,55.0
2025-04-02,Wednesday,4,Summer,1,Deluxe,3500.0,41.6,14,5,9,16,6.4,31,30.6,1.1,Normal,False,False,None,None,None,3480.0,27.6
2025-05-19,Monday,5,Summer,1,Standard,2500.0,35.3,15,4,8,11,8.0,28,39.2,0.0,Normal,False,False,None,None,None,2580.0,22.9
2025-07-23,Wednesday,7,Monsoon,1,Premium,5000.0,41.3,14,9,22,33,13.6,12,30.5,55.3,Heavy Rain,False,False,None,None,None,4930.0,36.3
2025-12-25,Thursday,12,Peak Winter,1,Premium,5000.0,96.3,1,15,31,55,7.3,28,22.4,0.0,Good,False,False,Major,None,None,6050.0,91.5
2025-08-08,Friday,8,Monsoon,1,Deluxe,3500.0,56.7,10,13,23,54,13.0,26,29.1,2.0,Normal,True,False,None,None,None,3830.0,66.3
2025-01-09,Thursday,1,Peak Winter,1,Deluxe,3500.0,74.1,6,16,33,65,12.9,41,20.1,0.0,Excellent,False,False,None,None,None,4250.0,64.8
2026-04-16,Thursday,4,Summer,1,Premium,5000.0,58.8,9,13,28,55,10.1,15,29.4,2.3,Good,False,False,None,IPL Cricket Match (Sawai Mansingh Stadium),Very High,5490.0,52.1
2025-11-02,Sunday,11,Peak Winter,1,Standard,2500.0,98.0,1,17,35,66,4.6,26,14.6,0.0,Excellent,True,False,Peak,None,None,3300.0,100.0
2025-02-28,Friday,2,Shoulder,1,Suite,8000.0,69.8,7,13,29,58,3.4,31,25.1,1.6,Sunny,True,False,None,None,None,9360.0,71.5
2025-07-14,Monday,7,Monsoon,1,Premium,5000.0,50.1,11,12,28,53,6.9,20,31.6,2.0,Normal,False,False,None,None,None,5010.0,46.4
2025-06-24,Tuesday,6,Summer,1,Deluxe,3500.0,44.1,13,6,14,29,4.0,26,38.6,0.0,Extreme,False,False,None,None,None,3430.0,30.9
2025-11-11,Tuesday,11,Peak Winter,1,Suite,8000.0,80.2,4,15,28,62,3.6,17,17.7,0.0,Excellent,False,False,None,None,None,9670.0,65.1
2025-03-14,Friday,3,Shoulder,1,Suite,8000.0,75.3,5,12,24,48,7.5,26,30.9,2.5,Good,True,False,None,None,None,9390.0,71.5
2026-04-14,Tuesday,4,Summer,1,Deluxe,3500.0,54.1,11,8,18,37,3.6,11,25.4,4.3,Normal,False,False,None,IPL Cricket Match (Sawai Mansingh Stadium),Very High,3670.0,39.2
2025-08-03,Sunday,8,Monsoon,1,Deluxe,3500.0,61.6,9,14,31,57,7.7,14,31.8,2.0,Normal,True,False,None,None,None,3810.0,70.4
2025-01-05,Sunday,1,Peak Winter,1,Standard,2500.0,86.9,3,15,30,55,10.4,3,16.0,0.0,Sunny,True,False,None,None,None,3100.0,82.8
2025-09-12,Friday,9,Summer,1,Deluxe,3500.0,47.3,12,6,13,23,8.0,3,26.5,4.4,Sunny,True,False,None,None,None,3590.0,47.1
2026-06-21,Sunday,6,Summer,1,Premium,5000.0,56.9,10,11,24,42,4.8,8,43.3,0.0,Extreme,True,False,None,None,None,5690.0,62.0
2026-02-18,Wednesday,2,Shoulder,1,Standard,2500.0,65.2,8,9,20,42,10.2,15,31.9,1.1,Good,False,False,None,None,None,2580.0,45.9
2025-09-19,Friday,9,Summer,1,Standard,2500.0,55.4,10,12,22,49,7.9,3,29.3,5.0,Sunny,True,False,None,International Medical Conference,Medium,2490.0,63.6
2025-09-16,Tuesday,9,Summer,1,Suite,8000.0,39.7,14,10,21,44,9.7,20,29.6,0.8,Sunny,False,False,None,None,None,7370.0,37.9
2025-04-18,Friday,4,Summer,1,Standard,2500.0,48.9,12,8,16,32,10.7,5,24.9,0.6,Normal,True,False,None,None,None,2490.0,52.2
2025-02-10,Monday,2,Shoulder,1,Suite,8000.0,65.1,8,9,22,33,13.4,8,27.8,3.4,Good,False,False,None,None,None,9260.0,45.8
2025-03-18,Tuesday,3,Shoulder,1,Standard,2500.0,65.6,8,11,26,39,4.1,52,27.7,3.2,Normal,False,False,None,None,None,2640.0,50.5
2025-02-10,Monday,2,Shoulder,1,Premium,5000.0,64.9,8,9,15,33,10.3,24,26.5,4.0,Normal,False,False,None,None,None,5270.0,45.7
2026-01-02,Friday,1,Peak Winter,1,Suite,8000.0,89.3,2,16,31,60,7.4,8,16.7,0.0,Sunny,True,False,None,None,None,10480.0,85.9
2025-10-06,Monday,10,Shoulder,1,Suite,8000.0,60.8,9,13,23,49,4.1,8,30.4,4.3,Sunny,False,False,None,None,None,9270.0,52.9
2026-05-10,Sunday,5,Summer,1,Suite,8000.0,49.7,12,11,21,46,13.1,14,41.7,0.0,Normal,True,False,None,None,None,7740.0,59.1
2026-02-26,Thursday,2,Shoulder,1,Suite,8000.0,73.0,6,16,32,69,12.6,15,29.2,0.3,Good,False,False,None,None,None,9230.0,64.4
2025-04-08,Tuesday,4,Summer,1,Suite,8000.0,42.6,13,10,23,37,12.2,20,27.9,3.6,Sunny,False,False,None,None,None,8060.0,39.0
2025-02-25,Tuesday,2,Shoulder,1,Standard,2500.0,60.4,9,11,24,42,6.6,9,28.0,4.7,Sunny,False,False,None,None,None,2620.0,48.4
2026-06-04,Thursday,6,Summer,1,Deluxe,3500.0,42.9,13,8,20,36,7.9,10,40.4,0.0,Extreme,False,False,None,None,None,3710.0,34.8
2026-04-03,Friday,4,Summer,1,Premium,5000.0,49.2,12,6,13,27,9.2,12,30.0,4.9,Good,True,False,None,None,None,5290.0,47.9
2026-04-13,Monday,4,Summer,1,Premium,5000.0,61.1,9,12,28,54,10.2,11,30.5,4.1,Normal,False,False,None,IPL Cricket Match (Sawai Mansingh Stadium),Very High,5640.0,50.8
2025-04-27,Sunday,4,Summer,1,Standard,2500.0,59.1,9,13,24,47,12.9,11,26.7,1.1,Sunny,True,False,None,None,None,2700.0,67.2
2026-02-24,Tuesday,2,Shoulder,1,Standard,2500.0,64.3,8,12,24,50,12.1,38,25.5,3.1,Normal,False,False,None,None,None,2630.0,52.1
2025-12-13,Saturday,12,Peak Winter,1,Standard,2500.0,89.5,2,17,33,70,3.0,29,14.5,0.0,Excellent,True,False,None,None,None,3180.0,88.2
2026-03-20,Friday,3,Shoulder,1,Suite,8000.0,76.0,5,12,22,49,10.2,5,31.3,3.9,Sunny,True,False,None,None,None,9470.0,71.8
2025-11-26,Wednesday,11,Peak Winter,1,Suite,8000.0,83.9,3,15,31,62,11.9,10,23.8,0.0,Excellent,False,False,None,None,None,9140.0,66.5
2026-06-09,Tuesday,6,Summer,1,Premium,5000.0,38.6,14,9,18,34,5.3,39,42.3,0.0,Extreme,False,False,None,None,None,5070.0,35.2
2025-12-20,Saturday,12,Peak Winter,1,Deluxe,3500.0,86.6,3,13,28,55,8.3,7,20.5,0.0,Sunny,True,False,None,None,None,4300.0,78.2
2026-03-04,Wednesday,3,Shoulder,1,Premium,5000.0,64.8,8,10,17,45,3.6,7,28.2,4.0,Normal,False,False,None,None,None,5350.0,47.9
2025-06-14,Saturday,6,Summer,1,Premium,5000.0,51.0,11,9,22,32,9.8,12,38.9,0.0,Extreme,True,False,None,None,None,5350.0,55.2
2025-08-18,Monday,8,Monsoon,1,Suite,8000.0,37.5,15,4,11,17,7.6,21,32.0,38.1,Rain,False,False,None,None,None,8170.0,23.8
2025-11-17,Monday,11,Peak Winter,1,Standard,2500.0,95.4,1,16,34,68,9.0,14,21.4,0.0,Good,False,False,None,Pushkar Camel Fair,High,3200.0,73.4
2025-07-18,Friday,7,Monsoon,1,Premium,5000.0,47.3,12,9,15,37,6.1,11,31.4,19.8,Heavy Rain,True,False,None,None,None,4910.0,53.7
2025-06-14,Saturday,6,Summer,1,Premium,5000.0,56.3,10,8,17,34,11.7,7,40.0,0.0,Normal,True,False,None,None,None,5370.0,55.1
2025-03-16,Sunday,3,Shoulder,1,Premium,5000.0,75.4,5,14,31,52,6.8,11,25.5,1.1,Sunny,True,False,None,None,None,6140.0,76.0
2025-12-06,Saturday,12,Peak Winter,1,Premium,5000.0,89.3,2,19,35,72,10.4,12,16.9,0.0,Excellent,True,False,None,None,None,6110.0,92.5
2025-09-07,Sunday,9,Summer,1,Standard,2500.0,52.5,11,9,19,31,13.0,4,27.1,4.4,Sunny,True,False,None,None,None,2760.0,55.8
2026-01-19,Monday,1,Peak Winter,1,Suite,8000.0,80.1,4,12,23,51,8.9,15,14.4,0.0,Excellent,False,False,None,None,None,9660.0,58.4
2025-08-04,Monday,8,Monsoon,1,Deluxe,3500.0,48.4,12,10,23,45,12.0,8,30.1,2.0,Normal,False,False,None,None,None,3340.0,41.4
2025-06-07,Saturday,6,Summer,1,Standard,2500.0,52.5,11,7,14,27,7.5,6,42.3,0.0,Extreme,True,False,None,None,None,2600.0,51.4
2026-02-19,Thursday,2,Shoulder,1,Suite,8000.0,66.1,8,14,26,62,9.4,16,29.4,0.1,Normal,False,False,None,None,None,9200.0,57.2
2025-03-16,Sunday,3,Shoulder,1,Premium,5000.0,80.9,4,15,27,62,4.7,9,30.3,0.5,Sunny,True,False,None,None,None,5710.0,80.4
2026-02-05,Thursday,2,Shoulder,1,Premium,5000.0,68.5,7,15,32,55,9.1,36,29.4,0.7,Sunny,False,False,None,None,None,5680.0,60.4
